Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
20,4,Willow Shields,Percentage (Judge% + Fan%),39.0,Safe,12.0,,9.46,4.01,22.59,10.18,9.05,14.09
20,5,Chris Soules,Percentage (Judge% + Fan%),27.0,Safe,9.54,,12.69,4.18,15.81,13.19,9.83,14.92
20,5,Nastia Liukin,Percentage (Judge% + Fan%),38.0,Safe,13.43,,9.68,3.99,15.81,11.17,9.85,14.92
20,5,Noah Galloway,Percentage (Judge% + Fan%),28.0,Safe,9.89,,11.28,3.83,15.81,12.84,9.86,14.92
20,5,Patti LaBelle,Percentage (Judge% + Fan%),27.0,Safe,9.54,,12.19,4.03,15.81,13.11,9.86,14.92
20,5,Riker Lynch,Percentage (Judge% + Fan%),38.0,Safe,13.43,,11.16,4.35,15.81,11.17,9.84,14.92
20,5,Robert Herjavec,Percentage (Judge% + Fan%),24.0,Safe,8.48,,12.97,4.0,15.81,14.2,9.87,14.92
20,5,Rumer Willis,Percentage (Judge% + Fan%),39.0,Safe,13.78,,13.79,4.78,15.81,11.14,9.84,14.92
20,5,Suzanne Somers,Percentage (Judge% + Fan%),28.0,Eliminated,9.89,,5.63,1.6,15.81,1.72,1.39,14.92
20,5,Willow Shields,Percentage (Judge% + Fan%),34.0,Safe,12.01,,10.61,4.06,15.81,11.46,9.79,14.92
20,6,Chris Soules,Percentage (Judge% + Fan%),35.0,Safe,12.37,,13.97,4.44,13.96,14.1,11.12,15.6
20,6,Nastia Liukin,Percentage (Judge% + Fan%),36.5,Safe,12.9,,11.72,3.94,13.96,13.82,11.22,15.6
20,6,Noah Galloway,Percentage (Judge% + Fan%),34.0,Safe,12.01,,12.67,4.0,13.96,14.54,11.2,15.6
20,6,Patti LaBelle,Percentage (Judge% + Fan%),34.0,Eliminated,12.01,,6.6,1.68,13.96,1.69,1.43,15.6
20,6,Riker Lynch,Percentage (Judge% + Fan%),38.0,Safe,13.43,,12.93,4.37,13.96,13.41,11.15,15.6
20,6,Robert Herjavec,Percentage (Judge% + Fan%),33.5,Safe,11.84,,13.99,4.36,13.96,14.59,11.12,15.6
20,6,Rumer Willis,Percentage (Judge% + Fan%),35.5,Safe,12.54,,15.74,4.86,13.96,14.04,11.2,15.6
20,6,Willow Shields,Percentage (Judge% + Fan%),36.5,Safe,12.9,,12.37,4.14,13.96,13.82,11.21,15.6
20,7,Chris Soules,Percentage (Judge% + Fan%),31.0,Safe,12.2,,16.72,4.32,12.29,18.24,11.21,8.95
20,7,Nastia Liukin,Percentage (Judge% + Fan%),41.0,Safe,16.14,,12.9,4.13,12.29,14.39,11.33,8.95
20,7,Noah Galloway,Percentage (Judge% + Fan%),38.0,Safe,14.96,,13.97,4.18,12.29,15.34,11.17,8.95
20,7,Riker Lynch,Percentage (Judge% + Fan%),37.0,Safe,14.57,,15.0,4.37,12.29,15.9,11.29,8.95
20,7,Robert Herjavec,Percentage (Judge% + Fan%),31.0,Safe,12.2,,16.58,4.31,12.29,18.4,11.37,8.95
20,7,Rumer Willis,Percentage (Judge% + Fan%),37.0,Safe,14.57,,17.85,5.02,12.29,15.84,11.22,8.95
20,7,Willow Shields,Percentage (Judge% + Fan%),39.0,Eliminated,15.35,,6.99,1.75,12.29,1.88,1.62,8.95
20,8,Chris Soules,Percentage (Judge% + Fan%),32.0,Safe,15.13,,18.83,4.75,21.61,20.41,14.41,24.88
20,8,Nastia Liukin,Percentage (Judge% + Fan%),38.0,Safe,17.97,,15.28,4.45,21.61,18.58,14.45,24.88
20,8,Noah Galloway,Percentage (Judge% + Fan%),31.5,Safe,14.89,,17.34,4.3,21.61,20.7,14.45,24.88
20,8,Riker Lynch,Percentage (Judge% + Fan%),39.0,Safe,18.44,,16.96,4.9,21.61,18.46,14.44,24.88
20,8,Robert Herjavec,Percentage (Judge% + Fan%),31.0,Eliminated,14.66,,11.12,2.37,21.61,3.44,2.67,24.88
20,8,Rumer Willis,Percentage (Judge% + Fan%),40.0,Safe,18.91,,20.47,5.53,21.61,18.41,14.6,24.88
20,9,Nastia Liukin,Percentage (Judge% + Fan%),40.0,Eliminated,25.48,,16.32,3.19,38.88,6.15,4.77,23.69
20,9,Noah Galloway,Percentage (Judge% + Fan%),38.0,Safe,24.2,,25.62,4.86,38.88,31.91,17.96,23.69
20,9,Riker Lynch,Percentage (Judge% + Fan%),40.0,Safe,25.48,,26.45,5.29,38.88,30.74,17.95,23.69
20,9,Rumer Willis,Percentage (Judge% + Fan%),39.0,Safe,24.84,,31.6,6.04,38.88,31.21,17.99,23.69
20,10,Noah Galloway,Percentage (Judge% + Fan%),36.0,Safe,31.03,,29.4,6.37,100.0,33.35,23.57,100.0
20,10,Riker Lynch,Percentage (Judge% + Fan%),40.0,Safe,34.48,,31.76,6.5,100.0,33.4,23.57,100.0
20,10,Rumer Willis,Percentage (Judge% + Fan%),40.0,Safe,34.48,,38.84,6.82,100.0,33.25,23.56,100.0
21,1,Alek Skarlatos,Percentage (Judge% + Fan%),22.0,Safe,8.8,,6.21,3.39,100.0,7.67,7.12,100.0
21,1,Alexa PenaVega,Percentage (Judge% + Fan%),22.0,Safe,8.8,,6.23,3.39,100.0,7.71,7.13,100.0
21,1,Andy Grammer,Percentage (Judge% + Fan%),21.0,Safe,8.4,,7.61,3.72,100.0,7.69,7.14,100.0
21,1,Bindi Irwin,Percentage (Judge% + Fan%),24.0,Safe,9.6,,11.12,4.4,100.0,7.68,7.12,100.0
21,1,Carlos PenaVega,Percentage (Judge% + Fan%),23.0,Safe,9.2,,6.31,3.41,100.0,7.68,7.14,100.0
21,1,Chaka Khan,Percentage (Judge% + Fan%),13.0,Safe,5.2,,6.4,3.43,100.0,7.7,7.14,100.0
21,1,Gary Busey,Percentage (Judge% + Fan%),15.0,Safe,6.0,,8.55,3.92,100.0,7.68,7.1,100.0
21,1,Hayes Grier,Percentage (Judge% + Fan%),21.0,Safe,8.4,,8.32,3.86,100.0,7.7,7.13,100.0
21,1,Kim Zolciak-Biermann,Percentage (Judge% + Fan%),12.0,Safe,4.8,,5.41,3.17,100.0,7.71,7.12,100.0
21,1,Nick Carter,Percentage (Judge% + Fan%),24.0,Safe,9.6,,7.95,3.79,100.0,7.69,7.12,100.0
21,1,Paula Deen,Percentage (Judge% + Fan%),15.0,Safe,6.0,,11.17,4.4,100.0,7.68,7.13,100.0
21,1,Tamar Braxton,Percentage (Judge% + Fan%),23.0,Safe,9.2,,9.11,4.02,100.0,7.71,7.13,100.0
21,1,Victor Espinoza,Percentage (Judge% + Fan%),15.0,Safe,6.0,,5.61,3.23,100.0,7.7,7.12,100.0
21,2,Alek Skarlatos,Percentage (Judge% + Fan%),22.5,Safe,8.32,,6.35,3.3,20.54,7.85,7.15,12.22
21,2,Alexa PenaVega,Percentage (Judge% + Fan%),23.0,Safe,8.5,,6.37,3.33,20.54,7.81,7.13,12.22
21,2,Andy Grammer,Percentage (Judge% + Fan%),22.0,Safe,8.13,,7.73,3.69,20.54,7.77,7.0,12.22
21,2,Bindi Irwin,Percentage (Judge% + Fan%),24.0,Safe,8.87,,11.13,4.39,20.54,7.76,7.08,12.22
21,2,Carlos PenaVega,Percentage (Judge% + Fan%),22.5,Safe,8.32,,6.43,3.33,20.54,7.9,7.22,12.22
21,2,Chaka Khan,Percentage (Judge% + Fan%),15.0,Safe,5.55,,7.65,3.14,20.54,9.88,7.1,12.22
21,2,Gary Busey,Percentage (Judge% + Fan%),16.5,Safe,6.1,,8.98,3.76,20.54,9.45,7.14,12.22
21,2,Hayes Grier,Percentage (Judge% + Fan%),22.5,Safe,8.32,,8.38,3.82,20.54,7.84,7.11,12.22
21,2,Kim Zolciak-Biermann,Percentage (Judge% + Fan%),18.5,Safe,6.84,,6.23,2.98,20.54,8.59,7.07,12.22
21,2,Nick Carter,Percentage (Judge% + Fan%),22.5,Safe,8.32,,8.03,3.75,20.54,7.81,7.09,12.22
21,2,Paula Deen,Percentage (Judge% + Fan%),18.5,Safe,6.84,,11.22,4.36,20.54,8.65,7.11,12.22
21,2,Tamar Braxton,Percentage (Judge% + Fan%),24.5,Safe,9.06,,9.14,4.02,20.54,7.75,7.12,12.22
21,2,Victor Espinoza,Percentage (Judge% + Fan%),18.5,Eliminated,6.84,,2.36,1.03,20.54,0.94,0.73,12.22
21,3,Alek Skarlatos,Percentage (Judge% + Fan%),33.0,Safe,10.82,,7.86,3.77,100.0,9.99,9.05,100.0
21,3,Alexa PenaVega,Percentage (Judge% + Fan%),36.0,Safe,11.8,,7.88,3.78,100.0,9.99,9.04,100.0
21,3,Andy Grammer,Percentage (Judge% + Fan%),29.0,Safe,9.51,,9.3,4.06,100.0,10.01,9.05,100.0
21,3,Bindi Irwin,Percentage (Judge% + Fan%),32.0,Safe,10.49,,13.01,4.72,100.0,10.0,9.07,100.0
21,3,Carlos PenaVega,Percentage (Judge% + Fan%),31.0,Safe,10.16,,7.96,3.79,100.0,10.0,9.03,100.0
21,3,Gary Busey,Percentage (Judge% + Fan%),25.0,Safe,8.2,,10.31,4.26,100.0,10.0,9.05,100.0
21,3,Hayes Grier,Percentage (Judge% + Fan%),30.0,Safe,9.84,,10.08,4.22,100.0,10.01,9.05,100.0
21,3,Nick Carter,Percentage (Judge% + Fan%),36.0,Safe,11.8,,9.68,4.14,100.0,10.0,9.07,100.0
21,3,Paula Deen,Percentage (Judge% + Fan%),20.0,Safe,6.56,,13.02,4.71,100.0,9.99,9.04,100.0
21,3,Tamar Braxton,Percentage (Judge% + Fan%),33.0,Safe,10.82,,10.91,4.36,100.0,10.01,9.06,100.0
21,4,Alek Skarlatos,Percentage (Judge% + Fan%),24.0,Safe,10.17,,8.5,3.68,27.0,10.72,9.35,31.23
21,4,Alexa PenaVega,Percentage (Judge% + Fan%),21.0,Safe,8.9,,8.97,3.58,27.0,11.23,9.5,31.23
21,4,Andy Grammer,Percentage (Judge% + Fan%),23.0,Safe,9.75,,9.84,3.97,27.0,10.88,9.43,31.23
21,4,Bindi Irwin,Percentage (Judge% + Fan%),28.0,Safe,11.86,,13.28,4.79,27.0,10.55,9.42,31.23
21,4,Carlos PenaVega,Percentage (Judge% + Fan%),25.0,Safe,10.59,,8.47,3.73,27.0,10.7,9.46,31.23
21,4,Gary Busey,Percentage (Judge% + Fan%),16.0,Eliminated,6.78,,5.9,1.69,27.0,2.19,1.56,31.23
21,4,Hayes Grier,Percentage (Judge% + Fan%),27.0,Safe,11.44,,10.31,4.25,27.0,10.6,9.44,31.23
21,4,Nick Carter,Percentage (Judge% + Fan%),27.0,Safe,11.44,,9.94,4.16,27.0,10.57,9.4,31.23
21,4,Paula Deen,Percentage (Judge% + Fan%),18.0,Safe,7.63,,13.62,4.61,27.0,11.97,9.46,31.23
21,4,Tamar Braxton,Percentage (Judge% + Fan%),27.0,Safe,11.44,,11.16,4.42,27.0,10.59,9.44,31.23
21,5,Alek Skarlatos,Percentage (Judge% + Fan%),29.0,Safe,9.63,,8.73,3.96,100.0,11.12,9.96,100.0
21,5,Alexa PenaVega,Percentage (Judge% + Fan%),40.0,Safe,13.29,,8.77,3.96,100.0,11.13,9.97,100.0
21,5,Andy Grammer,Percentage (Judge% + Fan%),36.0,Safe,11.96,,10.38,4.26,100.0,11.07,9.91,100.0
21,5,Bindi Irwin,Percentage (Judge% + Fan%),37.0,Safe,12.29,,14.51,4.94,100.0,11.11,9.94,100.0
21,5,Carlos PenaVega,Percentage (Judge% + Fan%),39.0,Safe,12.96,,8.85,3.97,100.0,11.12,9.95,100.0
21,5,Hayes Grier,Percentage (Judge% + Fan%),30.0,Safe,9.97,,11.22,4.43,100.0,11.1,9.91,100.0
21,5,Nick Carter,Percentage (Judge% + Fan%),35.0,Safe,11.63,,10.79,4.34,100.0,11.12,9.93,100.0
21,5,Paula Deen,Percentage (Judge% + Fan%),26.0,Safe,8.64,,14.58,4.95,100.0,11.11,9.94,100.0
21,5,Tamar Braxton,Percentage (Judge% + Fan%),29.0,Safe,9.63,,12.16,4.57,100.0,11.13,9.94,100.0
21,6,Alek Skarlatos,Percentage (Judge% + Fan%),30.0,Safe,9.58,,10.6,3.65,9.43,12.81,10.4,32.5
21,6,Alexa PenaVega,Percentage (Judge% + Fan%),30.0,Safe,9.58,,10.59,3.6,9.43,12.79,10.47,32.5
21,6,Andy Grammer,Percentage (Judge% + Fan%),40.0,Safe,12.78,,10.81,4.26,9.43,11.86,10.43,32.5
21,6,Bindi Irwin,Percentage (Judge% + Fan%),40.0,Safe,12.78,,14.9,5.04,9.43,11.88,10.44,32.5
21,6,Carlos PenaVega,Percentage (Judge% + Fan%),38.0,Safe,12.14,,9.58,3.84,9.43,11.93,10.41,32.5
21,6,Hayes Grier,Percentage (Judge% + Fan%),32.0,Safe,10.22,,12.12,4.19,9.43,12.53,10.47,32.5
21,6,Nick Carter,Percentage (Judge% + Fan%),39.0,Safe,12.46,,11.24,4.27,9.43,11.84,10.36,32.5
21,6,Paula Deen,Percentage (Judge% + Fan%),24.0,Eliminated,7.67,,7.59,1.75,9.43,2.51,1.79,32.5
21,6,Tamar Braxton,Percentage (Judge% + Fan%),40.0,Safe,12.78,,12.57,4.64,9.43,11.84,10.42,32.5
21,7,Alek Skarlatos,Percentage (Judge% + Fan%),26.5,Safe,11.99,,11.84,3.68,6.2,14.46,10.56,11.34
21,7,Alexa PenaVega,Percentage (Judge% + Fan%),27.5,Safe,12.44,,11.6,3.75,6.2,14.08,10.72,11.34
21,7,Andy Grammer,Percentage (Judge% + Fan%),28.0,Safe,12.67,,12.93,4.21,6.2,13.89,10.72,11.34
21,7,Bindi Irwin,Percentage (Judge% + Fan%),29.0,Safe,13.12,,17.62,5.25,6.2,13.48,10.77,11.34
21,7,Carlos PenaVega,Percentage (Judge% + Fan%),28.0,Safe,12.67,,11.5,3.72,6.2,13.92,10.77,11.34
21,7,Hayes Grier,Percentage (Judge% + Fan%),28.0,Eliminated,12.67,,6.14,1.54,6.2,1.55,1.36,11.34
21,7,Nick Carter,Percentage (Judge% + Fan%),27.0,Safe,12.22,,13.49,4.26,6.2,14.4,10.8,11.34
21,7,Tamar Braxton,Percentage (Judge% + Fan%),27.0,Safe,12.22,,14.87,4.58,6.2,14.24,10.69,11.34
21,8,Alek Skarlatos,Percentage (Judge% + Fan%),25.0,Safe,12.89,,13.48,3.96,19.68,17.23,12.81,23.99
21,8,Alexa PenaVega,Percentage (Judge% + Fan%),26.9998,Safe,13.92,,13.02,4.06,19.68,16.49,12.85,23.99
21,8,Andy Grammer,Percentage (Judge% + Fan%),23.9998,Eliminated,12.37,,8.41,2.08,19.68,2.67,2.08,23.99
21,8,Bindi Irwin,Percentage (Judge% + Fan%),28.0,Safe,14.43,,20.48,5.6,19.68,16.2,12.81,23.99
21,8,Carlos PenaVega,Percentage (Judge% + Fan%),28.9998,Safe,14.95,,12.69,4.18,19.68,15.94,12.86,23.99
21,8,Nick Carter,Percentage (Judge% + Fan%),33.0,Safe,17.01,,14.85,4.91,19.68,15.35,12.87,23.99
21,8,Tamar Braxton,Percentage (Judge% + Fan%),28.0,Safe,14.43,,17.08,5.1,19.68,16.12,12.78,23.99
21,9,Alek Skarlatos,Percentage (Judge% + Fan%),25.5,Safe,15.5,,15.88,3.92,15.7,20.51,12.59,10.22
21,9,Alexa PenaVega,Percentage (Judge% + Fan%),30.0,Eliminated,18.24,,7.75,2.02,15.7,2.53,2.13,10.22
21,9,Bindi Irwin,Percentage (Judge% + Fan%),30.0,Safe,18.24,,23.25,5.79,15.7,17.51,12.41,10.22
21,9,Carlos PenaVega,Percentage (Judge% + Fan%),27.0,Safe,16.41,,15.46,4.06,15.7,19.41,12.47,10.22
21,9,Nick Carter,Percentage (Judge% + Fan%),27.5,Safe,16.72,,17.6,4.67,15.7,19.16,12.52,10.22
21,9,Tamar Braxton,Percentage (Judge% + Fan%),24.5,Safe,14.89,,20.06,4.95,15.7,20.88,12.47,10.22
21,10,Alek Skarlatos,Percentage (Judge% + Fan%),28.5,Safe,24.05,,19.94,5.58,100.0,25.0,19.34,100.0
21,10,Bindi Irwin,Percentage (Judge% + Fan%),31.5,Safe,26.58,,34.65,6.66,100.0,25.03,19.38,100.0
21,10,Carlos PenaVega,Percentage (Judge% + Fan%),31.5,Safe,26.58,,20.25,5.63,100.0,24.94,19.35,100.0
21,10,Nick Carter,Percentage (Judge% + Fan%),27.0,Safe,22.78,,25.16,6.07,100.0,25.03,19.4,100.0
21,11,Alek Skarlatos,Percentage (Judge% + Fan%),27.999899999999997,Safe,23.73,,23.64,4.56,34.94,32.34,17.97,23.79
21,11,Bindi Irwin,Percentage (Judge% + Fan%),30.0,Safe,25.42,,34.72,6.49,34.94,30.8,18.04,23.79
21,11,Carlos PenaVega,Percentage (Judge% + Fan%),30.0,Eliminated,25.42,,15.31,3.22,34.94,6.16,4.75,23.79
21,11,Nick Carter,Percentage (Judge% + Fan%),30.0,Safe,25.42,,26.33,5.44,34.94,30.7,17.96,23.79
22,1,Antonio Brown,Percentage (Judge% + Fan%),21.0,Safe,8.86,,8.77,3.96,100.0,8.34,7.67,100.0
22,1,Doug Flutie,Percentage (Judge% + Fan%),15.0,Safe,6.33,,7.56,3.7,100.0,8.31,7.66,100.0
22,1,Geraldo Rivera,Percentage (Judge% + Fan%),13.0,Safe,5.49,,7.04,3.57,100.0,8.32,7.66,100.0
22,1,Ginger Zee,Percentage (Judge% + Fan%),23.0,Safe,9.7,,8.36,3.87,100.0,8.33,7.66,100.0
22,1,Jodie Sweetin,Percentage (Judge% + Fan%),20.0,Safe,8.44,,9.56,4.12,100.0,8.33,7.67,100.0
22,1,Kim Fields,Percentage (Judge% + Fan%),20.0,Safe,8.44,,8.43,3.88,100.0,8.36,7.68,100.0
22,1,Marla Maples,Percentage (Judge% + Fan%),21.0,Safe,8.86,,9.28,4.07,100.0,8.34,7.67,100.0
22,1,Mischa Barton,Percentage (Judge% + Fan%),16.0,Safe,6.75,,8.25,3.85,100.0,8.34,7.67,100.0
22,1,Nyle DiMarco,Percentage (Judge% + Fan%),23.0,Safe,9.7,,8.76,3.96,100.0,8.34,7.66,100.0
22,1,Paige VanZant,Percentage (Judge% + Fan%),21.0,Safe,8.86,,9.26,4.06,100.0,8.32,7.67,100.0
22,1,Von Miller,Percentage (Judge% + Fan%),21.0,Safe,8.86,,8.44,3.89,100.0,8.33,7.65,100.0
22,1,Wanya Morris,Percentage (Judge% + Fan%),23.0,Safe,9.7,,6.3,3.4,100.0,8.34,7.67,100.0
22,2,Antonio Brown,Percentage (Judge% + Fan%),19.0,Safe,8.05,,9.02,3.92,44.13,8.95,7.96,31.55
22,2,Doug Flutie,Percentage (Judge% + Fan%),20.0,Safe,8.47,,7.85,3.68,44.13,8.87,7.98,31.55
22,2,Geraldo Rivera,Percentage (Judge% + Fan%),13.0,Eliminated,5.51,,4.19,1.52,44.13,1.75,1.21,31.55
22,2,Ginger Zee,Percentage (Judge% + Fan%),21.0,Safe,8.9,,8.53,3.86,44.13,8.8,7.99,31.55
22,2,Jodie Sweetin,Percentage (Judge% + Fan%),21.0,Safe,8.9,,9.72,4.14,44.13,8.8,7.98,31.55
22,2,Kim Fields,Percentage (Judge% + Fan%),19.0,Safe,8.05,,8.74,3.85,44.13,8.93,7.94,31.55
22,2,Marla Maples,Percentage (Judge% + Fan%),20.0,Safe,8.47,,9.47,4.06,44.13,8.83,7.94,31.55
22,2,Mischa Barton,Percentage (Judge% + Fan%),15.0,Safe,6.36,,9.02,3.7,44.13,9.76,8.04,31.55
22,2,Nyle DiMarco,Percentage (Judge% + Fan%),20.0,Safe,8.47,,8.96,3.93,44.13,8.9,8.01,31.55
22,2,Paige VanZant,Percentage (Judge% + Fan%),24.0,Safe,10.17,,9.39,4.11,44.13,8.76,7.99,31.55
22,2,Von Miller,Percentage (Judge% + Fan%),20.0,Safe,8.47,,8.68,3.88,44.13,8.9,7.99,31.55
22,2,Wanya Morris,Percentage (Judge% + Fan%),24.0,Safe,10.17,,6.43,3.42,44.13,8.73,8.01,31.55
22,3,Antonio Brown,Percentage (Judge% + Fan%),20.0,Safe,8.44,,9.98,3.96,20.16,10.18,8.65,21.41
22,3,Doug Flutie,Percentage (Judge% + Fan%),20.0,Safe,8.44,,8.96,3.65,20.16,10.14,8.6,21.41
22,3,Ginger Zee,Percentage (Judge% + Fan%),21.0,Safe,8.86,,9.53,3.88,20.16,9.9,8.6,21.41
22,3,Jodie Sweetin,Percentage (Judge% + Fan%),23.0,Safe,9.7,,10.53,4.2,20.16,9.68,8.62,21.41
22,3,Kim Fields,Percentage (Judge% + Fan%),22.0,Safe,9.28,,9.48,3.93,20.16,9.76,8.64,21.41
22,3,Marla Maples,Percentage (Judge% + Fan%),21.0,Safe,8.86,,10.35,4.1,20.16,9.98,8.65,21.41
22,3,Mischa Barton,Percentage (Judge% + Fan%),18.0,Eliminated,7.59,,4.36,1.35,20.16,1.33,1.0,21.41
22,3,Nyle DiMarco,Percentage (Judge% + Fan%),25.0,Safe,10.55,,9.6,4.09,20.16,9.53,8.61,21.41
22,3,Paige VanZant,Percentage (Judge% + Fan%),23.0,Safe,9.7,,10.17,4.15,20.16,9.63,8.61,21.41
22,3,Von Miller,Percentage (Judge% + Fan%),20.0,Safe,8.44,,9.73,3.88,20.16,10.18,8.67,21.41
22,3,Wanya Morris,Percentage (Judge% + Fan%),24.0,Safe,10.13,,7.31,3.46,20.16,9.68,8.68,21.41
22,4,Antonio Brown,Percentage (Judge% + Fan%),35.0,Safe,10.97,,10.67,4.21,10.44,10.47,9.18,17.03
22,4,Doug Flutie,Percentage (Judge% + Fan%),24.0,Safe,7.52,,10.94,3.5,10.44,12.88,9.11,17.03
22,4,Ginger Zee,Percentage (Judge% + Fan%),36.0,Safe,11.29,,10.18,4.09,10.44,10.34,9.14,17.03
22,4,Jodie Sweetin,Percentage (Judge% + Fan%),27.0,Safe,8.46,,12.1,4.18,10.44,11.97,9.2,17.03
22,4,Kim Fields,Percentage (Judge% + Fan%),32.0,Safe,10.03,,10.51,4.02,10.44,10.77,9.1,17.03
22,4,Marla Maples,Percentage (Judge% + Fan%),28.0,Eliminated,8.78,,5.13,1.41,10.44,1.47,1.11,17.03
22,4,Nyle DiMarco,Percentage (Judge% + Fan%),34.0,Safe,10.66,,10.69,4.15,10.44,10.53,9.17,17.03
22,4,Paige VanZant,Percentage (Judge% + Fan%),36.0,Safe,11.29,,11.08,4.3,10.44,10.38,9.12,17.03
22,4,Von Miller,Percentage (Judge% + Fan%),32.0,Safe,10.03,,10.53,3.99,10.44,10.79,9.23,17.03
22,4,Wanya Morris,Percentage (Judge% + Fan%),35.0,Safe,10.97,,8.18,3.49,10.44,10.41,9.19,17.03
22,5,Antonio Brown,Percentage (Judge% + Fan%),26.0,Safe,9.42,,11.62,4.49,100.0,11.07,9.92,100.0
22,5,Doug Flutie,Percentage (Judge% + Fan%),28.0,Safe,10.14,,10.05,4.21,100.0,11.07,9.9,100.0
22,5,Ginger Zee,Percentage (Judge% + Fan%),32.0,Safe,11.59,,11.09,4.38,100.0,11.12,9.93,100.0
22,5,Jodie Sweetin,Percentage (Judge% + Fan%),35.0,Safe,12.68,,12.66,4.65,100.0,11.12,9.93,100.0
22,5,Kim Fields,Percentage (Judge% + Fan%),28.0,Safe,10.14,,11.17,4.41,100.0,11.13,9.96,100.0
22,5,Nyle DiMarco,Percentage (Judge% + Fan%),37.0,Safe,13.41,,11.61,4.49,100.0,11.1,9.94,100.0
22,5,Paige VanZant,Percentage (Judge% + Fan%),31.0,Safe,11.23,,12.23,4.58,100.0,11.14,9.96,100.0
22,5,Von Miller,Percentage (Judge% + Fan%),29.0,Safe,10.51,,11.19,4.41,100.0,11.11,9.95,100.0
22,5,Wanya Morris,Percentage (Judge% + Fan%),30.0,Safe,10.87,,8.38,3.88,100.0,11.14,9.96,100.0
22,6,Antonio Brown,Percentage (Judge% + Fan%),27.0,Safe,11.89,,11.97,4.42,31.55,12.04,10.42,23.83
22,6,Doug Flutie,Percentage (Judge% + Fan%),21.0,Eliminated,9.25,,5.95,1.74,31.55,1.86,1.4,23.83
22,6,Ginger Zee,Percentage (Judge% + Fan%),24.0,Safe,10.57,,11.78,4.21,31.55,12.54,10.38,23.83
22,6,Jodie Sweetin,Percentage (Judge% + Fan%),25.0,Safe,11.01,,13.08,4.57,31.55,12.33,10.32,23.83
22,6,Kim Fields,Percentage (Judge% + Fan%),24.0,Safe,10.57,,11.85,4.21,31.55,12.53,10.36,23.83
22,6,Nyle DiMarco,Percentage (Judge% + Fan%),25.0,Safe,11.01,,12.1,4.34,31.55,12.3,10.37,23.83
22,6,Paige VanZant,Percentage (Judge% + Fan%),28.0,Safe,12.33,,12.52,4.56,31.55,11.95,10.38,23.83
22,6,Von Miller,Percentage (Judge% + Fan%),24.0,Safe,10.57,,11.88,4.22,31.55,12.56,10.41,23.83
22,6,Wanya Morris,Percentage (Judge% + Fan%),29.0,Safe,12.78,,8.85,3.77,31.55,11.9,10.42,23.83
22,7,Antonio Brown,Percentage (Judge% + Fan%),26.0,Safe,12.15,,13.76,4.32,13.51,14.44,11.07,14.65
22,7,Ginger Zee,Percentage (Judge% + Fan%),27.5,Safe,12.85,,13.07,4.29,13.51,13.76,11.1,14.65
22,7,Jodie Sweetin,Percentage (Judge% + Fan%),25.5,Safe,11.92,,14.75,4.57,13.51,14.64,11.13,14.65
22,7,Kim Fields,Percentage (Judge% + Fan%),26.0,Eliminated,12.15,,6.53,1.67,13.51,1.64,1.4,14.65
22,7,Nyle DiMarco,Percentage (Judge% + Fan%),28.0,Safe,13.08,,13.47,4.45,13.51,13.58,11.05,14.65
22,7,Paige VanZant,Percentage (Judge% + Fan%),27.5,Safe,12.85,,14.09,4.54,13.51,13.72,11.09,14.65
22,7,Von Miller,Percentage (Judge% + Fan%),26.0,Safe,12.15,,13.39,4.26,13.51,14.35,11.16,14.65
22,7,Wanya Morris,Percentage (Judge% + Fan%),27.5,Safe,12.85,,10.95,3.68,13.51,13.86,11.17,14.65
22,8,Antonio Brown,Percentage (Judge% + Fan%),27.0,Safe,15.98,,18.61,4.45,4.05,19.87,12.85,12.01
22,8,Ginger Zee,Percentage (Judge% + Fan%),30.0,Safe,17.75,,17.51,4.53,4.05,18.05,12.82,12.01
22,8,Jodie Sweetin,Percentage (Judge% + Fan%),30.0,Eliminated,17.75,,9.7,1.91,4.05,2.6,2.19,12.01
22,8,Nyle DiMarco,Percentage (Judge% + Fan%),29.0,Safe,17.16,,18.1,4.56,4.05,18.9,13.0,12.01
22,8,Paige VanZant,Percentage (Judge% + Fan%),28.0,Safe,16.57,,19.07,4.74,4.05,19.27,12.93,12.01
22,8,Wanya Morris,Percentage (Judge% + Fan%),25.0,Safe,14.79,,17.01,3.52,4.05,21.31,13.0,12.01
22,9,Antonio Brown,Percentage (Judge% + Fan%),27.5,Eliminated,19.16,,13.89,2.52,16.18,4.23,3.4,23.23
22,9,Ginger Zee,Percentage (Judge% + Fan%),28.0,Safe,19.51,,22.02,4.87,16.18,24.61,16.4,23.23
22,9,Nyle DiMarco,Percentage (Judge% + Fan%),28.5,Safe,19.86,,22.58,5.08,16.18,24.15,16.28,23.23
22,9,Paige VanZant,Percentage (Judge% + Fan%),29.5,Safe,20.56,,23.32,5.32,16.18,23.59,16.33,23.23
22,9,Wanya Morris,Percentage (Judge% + Fan%),30.0,Safe,20.91,,18.2,4.17,16.18,23.42,16.31,23.23
22,10,Ginger Zee,Percentage (Judge% + Fan%),28.333199999999998,Safe,32.57,,31.87,6.52,100.0,33.29,23.58,100.0
